table,datatype,year,fname,xlcolumn,xlrownum,incsort,incrange,vname,ptarget,table_description
tab14,filers,2015,15in14ar.xls,BG,17,9,"$30,000 under $40,000",partnerscorploss,1696781,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,18,10,"$40,000 under $50,000",partnerscorploss,1518190,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,19,11,"$50,000 under $75,000",partnerscorploss,3826000,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,20,12,"$75,000 under $100,000",partnerscorploss,3003805,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,21,13,"$100,000 under $200,000",partnerscorploss,8663474,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,22,14,"$200,000 under $500,000",partnerscorploss,10221016,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,23,15,"$500,000 under $1,000,000",partnerscorploss,5967617,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,24,16,"$1,000,000 under $1,500,000",partnerscorploss,3082586,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,25,17,"$1,500,000 under $2,000,000",partnerscorploss,2190098,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,26,18,"$2,000,000 under $5,000,000",partnerscorploss,7179642,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,27,19,"$5,000,000 under $10,000,000",partnerscorploss,4248736,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BG,28,20,"$10,000,000 or more",partnerscorploss,19840013,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,9,1,"All returns, total",pensions,1169067148,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,AK,29,1,"Taxable returns, total",pensions,1081183983,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,10,2,No adjusted gross income,pensions,7687787,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,11,3,"$1 under $5,000",pensions,5148239,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,12,4,"$5,000 under $10,000",pensions,10187637,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,13,5,"$10,000 under $15,000",pensions,20894458,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,14,6,"$15,000 under $20,000",pensions,25706689,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,15,7,"$20,000 under $25,000",pensions,24128687,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,16,8,"$25,000 under $30,000",pensions,24639911,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,17,9,"$30,000 under $40,000",pensions,56413216,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,18,10,"$40,000 under $50,000",pensions,57820520,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,19,11,"$50,000 under $75,000",pensions,160899524,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,20,12,"$75,000 under $100,000",pensions,163857153,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,21,13,"$100,000 under $200,000",pensions,378312328,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,22,14,"$200,000 under $500,000",pensions,176275803,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,23,15,"$500,000 under $1,000,000",pensions,33682369,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,24,16,"$1,000,000 under $1,500,000",pensions,9298366,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,25,17,"$1,500,000 under $2,000,000",pensions,4182940,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,26,18,"$2,000,000 under $5,000,000",pensions,6469958,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,27,19,"$5,000,000 under $10,000,000",pensions,1930420,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AK,28,20,"$10,000,000 or more",pensions,1531145,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,9,1,"All returns, total",pensions_taxable,689991999,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,AM,29,1,"Taxable returns, total",pensions_taxable,640260696,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,10,2,No adjusted gross income,pensions_taxable,2945570,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,11,3,"$1 under $5,000",pensions_taxable,2178118,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,12,4,"$5,000 under $10,000",pensions_taxable,6291022,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,13,5,"$10,000 under $15,000",pensions_taxable,15061276,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,14,6,"$15,000 under $20,000",pensions_taxable,18313815,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,15,7,"$20,000 under $25,000",pensions_taxable,18470507,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,16,8,"$25,000 under $30,000",pensions_taxable,18858034,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,17,9,"$30,000 under $40,000",pensions_taxable,40025378,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,18,10,"$40,000 under $50,000",pensions_taxable,42423815,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,19,11,"$50,000 under $75,000",pensions_taxable,114723085,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,20,12,"$75,000 under $100,000",pensions_taxable,109640293,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,21,13,"$100,000 under $200,000",pensions_taxable,216352535,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,22,14,"$200,000 under $500,000",pensions_taxable,71287369,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,23,15,"$500,000 under $1,000,000",pensions_taxable,8552399,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,24,16,"$1,000,000 under $1,500,000",pensions_taxable,1899631,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,25,17,"$1,500,000 under $2,000,000",pensions_taxable,845671,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,26,18,"$2,000,000 under $5,000,000",pensions_taxable,1261502,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,27,19,"$5,000,000 under $10,000,000",pensions_taxable,463280,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,AM,28,20,"$10,000,000 or more",pensions_taxable,398698,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,9,1,"All returns, total",qualdiv,203187788,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,O,29,1,"Taxable returns, total",qualdiv,187429665,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,10,2,No adjusted gross income,qualdiv,3452820,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,11,3,"$1 under $5,000",qualdiv,539192,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,12,4,"$5,000 under $10,000",qualdiv,847872,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,13,5,"$10,000 under $15,000",qualdiv,1236652,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,14,6,"$15,000 under $20,000",qualdiv,1223553,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,15,7,"$20,000 under $25,000",qualdiv,1326078,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,16,8,"$25,000 under $30,000",qualdiv,1265438,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,17,9,"$30,000 under $40,000",qualdiv,3001477,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,18,10,"$40,000 under $50,000",qualdiv,2826332,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,19,11,"$50,000 under $75,000",qualdiv,9668810,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,20,12,"$75,000 under $100,000",qualdiv,9950326,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,21,13,"$100,000 under $200,000",qualdiv,33501662,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,22,14,"$200,000 under $500,000",qualdiv,36267006,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,23,15,"$500,000 under $1,000,000",qualdiv,20014498,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,24,16,"$1,000,000 under $1,500,000",qualdiv,9328800,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,25,17,"$1,500,000 under $2,000,000",qualdiv,5485472,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,26,18,"$2,000,000 under $5,000,000",qualdiv,15679937,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,27,19,"$5,000,000 under $10,000,000",qualdiv,9423445,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,O,28,20,"$10,000,000 or more",qualdiv,38148418,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,9,1,"All returns, total",rentroyinc,103058883,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,BA,29,1,"Taxable returns, total",rentroyinc,92845189,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,10,2,No adjusted gross income,rentroyinc,2810017,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,11,3,"$1 under $5,000",rentroyinc,550278,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,12,4,"$5,000 under $10,000",rentroyinc,960758,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,13,5,"$10,000 under $15,000",rentroyinc,1443449,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,14,6,"$15,000 under $20,000",rentroyinc,1530758,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,15,7,"$20,000 under $25,000",rentroyinc,1594658,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,16,8,"$25,000 under $30,000",rentroyinc,1604665,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,17,9,"$30,000 under $40,000",rentroyinc,2691722,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,18,10,"$40,000 under $50,000",rentroyinc,3049824,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,19,11,"$50,000 under $75,000",rentroyinc,7756628,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,20,12,"$75,000 under $100,000",rentroyinc,7990607,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,21,13,"$100,000 under $200,000",rentroyinc,22286270,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,22,14,"$200,000 under $500,000",rentroyinc,20783283,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,23,15,"$500,000 under $1,000,000",rentroyinc,10292595,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,24,16,"$1,000,000 under $1,500,000",rentroyinc,4351297,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,25,17,"$1,500,000 under $2,000,000",rentroyinc,2162529,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,26,18,"$2,000,000 under $5,000,000",rentroyinc,5056616,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,27,19,"$5,000,000 under $10,000,000",rentroyinc,2418718,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BA,28,20,"$10,000,000 or more",rentroyinc,3724211,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,9,1,"All returns, total",rentroyloss,46245560,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,BC,29,1,"Taxable returns, total",rentroyloss,32904705,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,10,2,No adjusted gross income,rentroyloss,6061375,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,11,3,"$1 under $5,000",rentroyloss,444446,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,12,4,"$5,000 under $10,000",rentroyloss,653822,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,13,5,"$10,000 under $15,000",rentroyloss,1110992,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,14,6,"$15,000 under $20,000",rentroyloss,991953,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,15,7,"$20,000 under $25,000",rentroyloss,1204536,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,16,8,"$25,000 under $30,000",rentroyloss,1061144,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,17,9,"$30,000 under $40,000",rentroyloss,2737329,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,18,10,"$40,000 under $50,000",rentroyloss,2384944,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,19,11,"$50,000 under $75,000",rentroyloss,6069198,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,20,12,"$75,000 under $100,000",rentroyloss,5876752,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,21,13,"$100,000 under $200,000",rentroyloss,8530522,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,22,14,"$200,000 under $500,000",rentroyloss,4792737,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,23,15,"$500,000 under $1,000,000",rentroyloss,1784427,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,24,16,"$1,000,000 under $1,500,000",rentroyloss,745208,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,25,17,"$1,500,000 under $2,000,000",rentroyloss,343964,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,26,18,"$2,000,000 under $5,000,000",rentroyloss,739361,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,27,19,"$5,000,000 under $10,000,000",rentroyloss,293341,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BC,28,20,"$10,000,000 or more",rentroyloss,419507,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,9,1,"All returns, total",socsectaxable,277411075,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,BU,29,1,"Taxable returns, total",socsectaxable,267948122,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,10,2,No adjusted gross income,socsectaxable,11443,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,11,3,"$1 under $5,000",socsectaxable,51974,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,12,4,"$5,000 under $10,000",socsectaxable,191427,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,13,5,"$10,000 under $15,000",socsectaxable,306013,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,14,6,"$15,000 under $20,000",socsectaxable,976124,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,15,7,"$20,000 under $25,000",socsectaxable,2722534,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,16,8,"$25,000 under $30,000",socsectaxable,4409525,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,17,9,"$30,000 under $40,000",socsectaxable,13187212,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,18,10,"$40,000 under $50,000",socsectaxable,18003861,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,19,11,"$50,000 under $75,000",socsectaxable,61729360,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,20,12,"$75,000 under $100,000",socsectaxable,57871398,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,21,13,"$100,000 under $200,000",socsectaxable,86214692,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,22,14,"$200,000 under $500,000",socsectaxable,25321729,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,23,15,"$500,000 under $1,000,000",socsectaxable,4111568,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,24,16,"$1,000,000 under $1,500,000",socsectaxable,991360,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,25,17,"$1,500,000 under $2,000,000",socsectaxable,417740,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,26,18,"$2,000,000 under $5,000,000",socsectaxable,619869,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,27,19,"$5,000,000 under $10,000,000",socsectaxable,165281,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BU,28,20,"$10,000,000 or more",socsectaxable,107963,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,9,1,"All returns, total",socsectot,605152093,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,BS,29,1,"Taxable returns, total",socsectot,426341344,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,10,2,No adjusted gross income,socsectot,17452268,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
